,tweets,likes,time,politician_id,language,translated_tweets
69,"NON à la suppression du droit de timbre!
Les dix personnes les plus riches ont doublé leur fortune pendant la pandémie. De l'autre côté, 160 millions de personnes supplémentaires sont tombées dans la pauvreté.",2,2022-01-20 13:00:07+00:00,CarloSommaruga,"((0, 217, 'FRENCH', 'fr'),)","NO to the abolition of the stamp fee! The ten richest people doubled their fortunes during the pandemic. On the other hand, 160 million more people fell into poverty."
70,"L’Association suisse des locataires (ASLOCA) a décidé de soutenir le Oui lors de la votation sur le train d’aide aux médias. En effet, l’encouragement de la presse associative est un apport important au renforcement de la formation de l’opinion et au débat politique en Suisse.",5,2022-01-18 15:29:45+00:00,CarloSommaruga,"((0, 289, 'FRENCH', 'fr'),)","The Swiss Association of Tenants (ASLOCA) has decided to support the Yes during the vote on the media support train. Indeed, the encouragement of the associative press is an important contribution to strengthening the formation of opinion and to the political debate in Switzerland."
71,Par solidarité avec nos aînés et pour s’en sortir: vaccinez-vous  ! Et n’oubliez pas de respecter les règles de conduite en vigueur !,2,2021-12-13 11:40:37+00:00,CarloSommaruga,"((0, 141, 'FRENCH', 'fr'),)",Out of solidarity with our elders and to get out of it: vaccinate yourself! And don't forget to abide by the rules of conduct in force!
72,"Dans les hôpitaux, le nombre de décès dépasse à partir de début novembre de plus de 50% celui des années précédentes; dans les EMS, le dépassement est supérieur à 80% à partir de la mi-octobre.",3,2021-12-13 11:40:37+00:00,CarloSommaruga,"((0, 206, 'FRENCH', 'fr'),)","In hospitals, the number of deaths was more than 50% from the beginning of November than in previous years; in MSS, the excess was more than 80% from mid-October."
73,"80% de décès en plus dans les EMS à l’automne 2020 
 2020 a été marqué par une forte augmentation du nombre de décès dans les hôpitaux et encore plus dans les EMS.",3,2021-12-13 11:40:37+00:00,CarloSommaruga,"((0, 174, 'FRENCH', 'fr'),)",80% more deaths in MSBs in autumn 2020 2020 was marked by a sharp increase in the number of deaths in hospitals and even more in MSBs.
74,"Faut-il rapatrier les enfants de djihadistes? Si oui, à quelles conditions?
J’en ai débattu face à Céline Amaudruz (UDC/GE), à lire dans Watson",1,2021-12-10 14:41:14+00:00,CarloSommaruga,"((0, 150, 'FRENCH', 'fr'),)","Should we repatriate the children of jihadists? If so, under what conditions? I debated it against Céline Amaudruz (UDC/GE), to read in Watson"
75,Excellente nouvelle! La motion de  refusée par le Conseil national. On espère que ceux qui se sont fait minorisés par le peuple lors du vote sur les multinationales responsables cesseront leurs tentatives de museler la société civile,25,2021-12-09 13:54:30+00:00,CarloSommaruga,"((0, 238, 'FRENCH', 'fr'),)",Great news! The motion to reject by the National Council. It is hoped that those who have been marginalized by the people during the vote on the responsible multinationals will cease their attempts to muzzle civil society
76,"La Suisse a tout fait pour promouvoir ses intérêts économiques et renforcer ses relations économiques avec la , alors que les droits l'homme restent un dossier ""secondaire"" !",2,2021-12-09 08:40:33+00:00,CarloSommaruga,"((0, 178, 'FRENCH', 'fr'),)","Switzerland has done everything possible to promote its economic interests and strengthen its economic relations with the , while human rights remain a ""secondary"" issue!"
77,"La situation en Chine n'a jamais été aussi grave, les droits de l'homme sont bafoués depuis l'arrivée au pouvoir de Xi Jinping il y a dix ans. Il est nécessaire d'agir face à Pékin.",2,2021-12-09 08:40:33+00:00,CarloSommaruga,"((0, 188, 'FRENCH', 'fr'),)","The situation in China has never been so serious, human rights have been violated since Xi Jinping came to power ten years ago. It is necessary to act against Beijing."
78,"Voilà une bonne nouvelle, même si avec un peu de courage politique du Conseil fédéral, comme ont en fait preuve d’autres gouvernements européens, la mère et la dernière fille auraient aussi pu être retirées de l’enfer des camps des prisonniers en Syrie et pour la mère jugée ici.",6,2021-12-06 17:10:58+00:00,CarloSommaruga,"((0, 294, 'FRENCH', 'fr'),)","This is good news, even if with some political courage from the Federal Council, as other European governments have in fact shown, the mother and the last daughter could also have been removed from hell from prison camps in Syria and for the mother judged here."
79,"Il faut le rappeler systématiquement. La vaccination et son booster sont le meilleur moyen de réduire la propagation du virus covid -19, les infections, ses mutations, la surcharge hospitalière et éviter le lockdown! A chacun-e d’assumer sa part de responsabilité collective!",3,2021-12-02 13:54:20+00:00,CarloSommaruga,"((0, 282, 'FRENCH', 'fr'),)","It must be remembered systematically. Vaccination and its booster are the best way to reduce the spread of the covid virus -19, infections, its mutations, hospital overload and avoid lockdown! Everyone has to assume their share of collective responsibility!"
80,"Bâle-Ville accepte à 53% une initiative populaire de l'ASLOCA pour plus de contrôle des loyers lors des rénovations 
 Un soulagement pour les locataires ! Bravo  /  /  !",4,2021-11-28 16:58:07+00:00,CarloSommaruga,"((0, 173, 'FRENCH', 'fr'),)",Basel-City accepts 53% of the ASLOCA's popular initiative for more rent control during renovations A relief for tenants! Bravo / / !
81,"CHVote de bon sens ! 
 LoiCOVID: clair soutien à la politique sanitaire, économique, sociale et culturelle du CF !
  : fort appui au service public, à la santé et à la valorisation des infirmier·ère·s !
 InitiativeJustice: refus de toute fantaisie !",11,2021-11-28 14:10:34+00:00,CarloSommaruga,"((0, 257, 'FRENCH', 'fr'),)","Good sense! LoiCOVID: clear support for the health, economic, social and cultural policy of the CF!: strong support for public service, health and the valorisation of nurses! InitiativeJustice: no fantasy!"
82,"Ce résultat confirme ce que nous constatons depuis de nombreuses années à l’ : le thème du logement revêt depuis toujours une importance capitale dans la société. 
Une raison de plus pour s’organiser collectivement ! Vous nous rejoignez ?",2,2021-11-25 13:03:23+00:00,CarloSommaruga,"((0, 249, 'FRENCH', 'fr'),)",This result confirms what we have seen for many years now: the theme of housing has always been of paramount importance in society. One more reason to organize collectively! Are you joining us?
83,17% des sondés ont même cité la hausse des frais de logement ou des loyers parmi leurs cinq principales inquiétudes.,2,2021-11-25 13:03:23+00:00,CarloSommaruga,"((0, 120, 'FRENCH', 'fr'),)",17% of respondents even cited the increase in housing costs or rents among their top five concerns.
84,Le baromètre des préoccupations du Credit Suisse 2021 vient de sortir et c’est la première fois que les électeurs suisses placent le coût du logement dans le top de leurs préoccupations (au 8ème rang).,1,2021-11-25 13:03:22+00:00,CarloSommaruga,"((0, 210, 'FRENCH', 'fr'),)",The Barometer of Credit Suisse 2021's concerns has just come out and it is the first time Swiss voters place the cost of housing at the top of their agenda (in the 8th place).
85,Le coût du logement et la hausse des loyers sont l’une des dix préoccupations touchant les Suisses et Suissesses !,2,2021-11-25 13:03:22+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",The cost of housing and the increase in rents are one of the ten concerns affecting Swiss women!
86,"Que les pires  se pavanent avec le repris de justice et propagateur de haine qu’est  n’est malheureusement pas étonnant, mais que des  y participent est tout simplement scandaleux ! Comment servir de faire valoir à quelqu’un qui piétine nos valeurs !",88,2021-11-24 16:27:52+00:00,CarloSommaruga,"((0, 259, 'FRENCH', 'fr'),)","That the worst people go on with the rebuke of justice and propaganda of hatred that is unfortunately not surprising, but that they participate in it is simply scandalous! How to serve as a champion for someone who tramples on our values!"
87,Le Conseil fédéral approuve le mémorandum d’entente avec l’UE relatif à la deuxième contribution à la cohésion. Il s’agit maintenant de mettre en œuvre rapidement cette contribution suisse. Mais l’essentiel c’est de proposer une stratégie pour les futurs contribution,1,2021-11-24 14:08:54+00:00,CarloSommaruga,"((0, 286, 'FRENCH', 'fr'),)",The Federal Council approves the Memorandum of Understanding with the EU on the second contribution to cohesion.
88,"Rencontre à Bruxelles de l’AELE/EFTA avec délégations parlementaires, partenaires sociaux et représentation ministérielles. Discussions solides sur les accords de libre échange et développement durable, rapports avec UK et UE, EU GreenDeal.",5,2021-11-24 10:27:43+00:00,CarloSommaruga,"((0, 249, 'FRENCH', 'fr'),)","EFTA/EFTA meeting in Brussels with parliamentary delegations, social partners and ministerial representation Strong discussions on free trade agreements and sustainable development, relations with UK and EU, EU GreenDeal."
89,Nous devons UnirNosForces et VoterOuiMaintenant ! CHvote,1,2021-11-23 17:35:44+00:00,CarloSommaruga,"((0, 56, 'FRENCH', 'fr'),)",We must UniteOurForces and VoteYesNow! CHvote
90,"3 bonnes raisons de voter OUI à l’initiative sur les soins infirmiers ( ) ! 
 Former, prévenir, assurer ! 
Vous avez encore un doute ?  CHVote",15,2021-11-22 06:24:31+00:00,CarloSommaruga,"((0, 146, 'FRENCH', 'fr'),)","3 good reasons to vote YES on the nursing initiative ( ) ! Train, prevent, insure ! Do you still have a doubt ? CHVote"
91,Ma fille de 15 ans qui surfe sur TikTok me transmet cette vidéo avec Zemmour et son discours stigmatisant sur qui est français ! Une courte vidéo qui démonte une des nombreuses inepties de ce boute feu social.  TikTok,3,2021-11-20 14:09:21+00:00,CarloSommaruga,"((0, 221, 'FRENCH', 'fr'),)",My 15-year-old daughter who surfs on TikTok transmits this video to me with Zemmour and her stigmatizing speech about who is French! A short video that disassembles one of the many inepties of this social fire. TikTok
92,"Des parlementaires d’Europe demandent urgemment d'agir contre les attaques du gouvernement israélien contre la société civile palestinienne, la dépossession forcée et les colonies illégales. Ici  leur lettre aux ministres européens des affaires étrangères",6,2021-11-19 20:24:08+00:00,CarloSommaruga,"((0, 266, 'FRENCH', 'fr'),)","European parliamentarians urgently call for action against the Israeli government's attacks on Palestinian civil society, forced dispossession and illegal settlements."
93,"Je clos une semaine sur place pour rencontrer notre équipe, nos partenaires et surtout les bénéficiaires. J'en ai profité pour rencontrer le ministre de l'agriculture, les responsables du ministère de la jeunesse, la  les ambassades des Pays-Bas et de l'.",1,2021-11-19 16:05:14+00:00,CarloSommaruga,"((0, 260, 'FRENCH', 'fr'),)","I closed a week on the spot to meet with our team, our partners and especially the beneficiaries. I took the opportunity to meet with the Minister of Agriculture, the officials of the Ministry of Youth, the embassies of the Netherlands and the Netherlands."
94,"s'y engage depuis des décennies pour un meilleur accès à l’éducation, pour la sécurité alimentaire, la participation citoyenne et la paix. Ce sont en moyenne sept millions par année que Solidar Suisse engage dans ce pays.",6,2021-11-19 16:05:13+00:00,CarloSommaruga,"((0, 230, 'FRENCH', 'fr'),)","For decades, Solidar Switzerland has been committed to improving access to education, food security, citizen participation and peace, an average of seven million per year."
