,tweets,time,language,translated_tweets
95,"J'ai été élu sur la base d'un programme qui le dit, avec un plan pour y parvenir.",2022-07-28 03:48:05+00:00,"((0, 84, 'FRENCH', 'fr'),)","I was elected on the basis of a programme that says so, with a plan to achieve it."
96,On ne fait pas boire un âne qui n'a pas soif...,2022-07-28 03:46:30+00:00,"((0, 48, 'FRENCH', 'fr'),)",You don't drink a donkey that's not thirsty...
97,"Le citoyen a été informé, la majorité à décidé...",2022-07-27 19:44:40+00:00,"((0, 56, 'FRENCH', 'fr'),)","The citizen has been informed, the majority has decided..."
98,Je l'ai reçu et je l'ai lu...je n'ai rien appris de plus que ce que je savais déjà. J'avoue avoir de la peine à comprendre la relation entre émission de CO2 et appropriation culturelle.,2022-07-27 19:42:45+00:00,"((0, 190, 'FRENCH', 'fr'),)",I received it and read it... I learned nothing more than what I already knew. I confess to having difficulty understanding the relationship between CO2 emissions and cultural appropriation.
99,Oui nous essayons de mettre cela dans une loi mais le peuple le refuse.,2022-07-27 19:38:43+00:00,"((0, 71, 'FRENCH', 'fr'),)","Yes, we try to put this in a law, but the people refuse it."
100,Oui...j'ai lu les rapports du GIEC au complet...et vous?,2022-07-27 19:37:52+00:00,"((0, 56, 'FRENCH', 'fr'),)",Yes... I've read the entire IPCC reports... and you?
101,"J'ai étayé mon argument en affirmant que le droit prime sur la morale, vous avez le droit de ne pas être d'accord avec moi, mais c'est pour moi la base de notre démocratie. Et j'espère que la majorité partage cette opinion.",2022-07-27 19:35:08+00:00,"((0, 229, 'FRENCH', 'fr'),)","I have supported my argument that law prevails over morality, you have the right not to agree with me, but it is for me the basis of our democracy, and I hope that the majority shares this view."
102,"Mes votes, mes discours et mes prises de position sont publiques, a chacun de juger.",2022-07-27 19:29:51+00:00,"((0, 84, 'FRENCH', 'fr'),)","My votes, my speeches and my positions are public, to each judge."
103,"Nous allons arrêter ici, je n'ai utilisé que la prédominance du droit sur la morale. Si vous voulez réguler l'appropriation, nous avons assez d'outils démocratiques pour servir vos desseins.",2022-07-27 19:21:44+00:00,"((0, 195, 'FRENCH', 'fr'),)","We will stop here, I have used only the predominance of law over morality. If you want to regulate appropriation, we have enough democratic tools to serve your purposes."
104,"Je n'ai pas critiqué la qualité de nos institutions,j'ai dis que le discours tenu au parlement n'était pas bon et ne m'a rien appris. Nuance.",2022-07-27 19:17:42+00:00,"((0, 144, 'FRENCH', 'fr'),)","I did not criticise the quality of our institutions, I said that the speech in Parliament was not good and did not teach me anything."
105,"La discussion ici ne ressemble en rien à des crises d'orfaie, je n'ai vu aucune menace.",2022-07-27 19:14:59+00:00,"((0, 88, 'FRENCH', 'fr'),)","The discussion here is nothing like orfay attacks, I have not seen any threat."
106,Scientifique qui n'étaient pas bon et qui ne m'ont rien appris!,2022-07-27 19:11:59+00:00,"((0, 64, 'FRENCH', 'fr'),)",Scientists who were not good and who taught me nothing!
107,"Vu le nombre d'échanges je ne pense pas qu'on puisse juger ma position comme dogmatique, je l'ai étayée et expliqué...mais c'est plus facile de dire d'une position opposée à la notre qu'elle est dogmatique. Et je n'ai pas l'impression d'avoir été discourtois.",2022-07-27 18:41:45+00:00,"((0, 267, 'FRENCH', 'fr'),)","Given the number of exchanges I don't think my position can be judged as dogmatic, I substantiated it and explained it... but it's easier to say from a position opposite ours that it is dogmatic, and I don't feel like I've been discourteous."
108,"Le concept d'appropriation est un conservatisme miroir des protectionnismes culturels de certains nationalistes de pacotille. Comme libéral, je ne peux pas adhérer à ces concepts.",2022-07-27 18:30:54+00:00,"((0, 182, 'FRENCH', 'fr'),)","The concept of appropriation is a conservatism mirroring the cultural protectionisms of certain nationalists of pacolette. As a liberal, I cannot adhere to these concepts."
109,"Juste, mais vouloir moraliser le port des dreadlocks c'est un retour en arrière...vouloir dire qui peut jouer quelle musique n'est pas vraiment un progrès.",2022-07-27 18:14:40+00:00,"((0, 157, 'FRENCH', 'fr'),)","Just, but wanting to moralize the port of dreadlocks is a step back...you want to say who can play which music is not really a progress."
110,"C'est vrai, le patron est dans son droit de faire arrêter le concert...mais les personnes s'étant senti mal à l'aise ont empêché les autres de profiter du concert...qui nuit à qui dans cette histoire ?",2022-07-27 18:09:44+00:00,"((0, 207, 'FRENCH', 'fr'),)","It's true, the boss is in his right to have the concert stopped... but the people who felt uncomfortable prevented others from enjoying the concert...who is harming in this story?"
111,"L'Etat de droit repose sur des lois et non la morale. En l'occurence, ce concert n'avait rien d'illégal, mais la morale de certains l'a interdit sur une base émotionnelle...bonjour les dérives.",2022-07-27 17:29:19+00:00,"((0, 196, 'FRENCH', 'fr'),)","The rule of law is based on laws and not morals. In this case, this concert was not illegal, but the morals of some banned it on an emotional basis...Hello the drifts."
112,"Cela montre surtout que nos libertés sont de plus en plus encadrées par une morale qui supplante le droit. Morale qui n'a évidemment rien de démocratique !
Comme vaudois, il faut maintenant que je réfléchisse à deux fois avant de me saisir d'un Schwyzerörgeli.",2022-07-27 16:58:07+00:00,"((0, 268, 'FRENCH', 'fr'),)","This shows above all that our freedoms are increasingly framed by a moral that supplants the law. Morale, who obviously has nothing democratic! As Vaudois, I must now think twice before I seize a Schwyzerörgeli."
113,"Cela devient vraiment compliqué, il faudra que quelqu'un m'explique !",2022-07-27 16:14:01+00:00,"((0, 70, 'FRENCH', 'fr'),)","It's getting really complicated, someone's gonna have to explain it to me!"
114,Quand les prérogatives du  finissent presque mal...on est en droit de se demander qui donne les autorisations.,2022-07-25 11:02:23+00:00,"((0, 111, 'FRENCH', 'fr'),)",When the prerogatives of the end almost badly... we have the right to wonder who gives the permissions.
115,"Peut-être que l' va enfin accepter les investissements dans la transition énergétique qu'elle a toujours refusé...Et s'il faut choisir entre l'armée et les énergies, que choisira-t-elle ?",2022-07-21 12:54:46+00:00,"((0, 193, 'FRENCH', 'fr'),)","Perhaps he will finally accept the investments in the energy transition that she has always refused...And if we have to choose between the army and the energies, what will she choose?"
116,"""Il n’appartient pas au canton de juger la qualité du réseau""
Si le canton veut rester concurrentiel et terre d'innovation, il faut s'inquiéter de la qualité du réseau de communication et arrêter de mettre les bâtons dans les roues.",2022-07-21 10:15:09+00:00,"((0, 241, 'FRENCH', 'fr'),)","""It is not up to the canton to judge the quality of the network"" If the canton wants to remain competitive and ground of innovation, it is necessary to worry about the quality of the communication network and stop putting the sticks in the wheels."
117,Tu peux continuer l'échelle à la main...il doit bien pouvoir monter à 60°C non ?,2022-07-19 07:59:06+00:00,"((0, 84, 'FRENCH', 'fr'),)","You can continue the ladder by hand... he must be able to climb to 60°C, right?"
118,"""On peut dire que la fête est finie."" 
Il sera de plus en plus difficile de se financer sur le marché de la dette. Face à ces incertitudes, la réforme de l'impôt anticipé est fondamentale.",2022-07-18 09:47:38+00:00,"((0, 194, 'FRENCH', 'fr'),)","""We can say the party is over."" It will be increasingly difficult to finance itself in the debt market. Faced with these uncertainties, the reform of the advance tax is fundamental."
119,"Rappelez moi votre position sur l'Europe  , j'ai de la peine à vous suivre quand je lis ""Quant à de nouveaux accords d'accès au marché européen, ils sont inutiles...""

 aucoeurdeleurope",2022-07-14 20:06:12+00:00,"((0, 190, 'FRENCH', 'fr'),)","Remind me of your position on Europe , I find it hard to follow you when I read ""As for new agreements on access to the European market, they are useless..."" to the heart of their hearts"
120,Je me suis rendu à l'office de poste pour leur donner le billet et exiger une livraison correcte. On verra ce qu'il se passe.,2022-07-13 08:25:26+00:00,"((0, 126, 'FRENCH', 'fr'),)","I went to the post office to give them the ticket and demand a proper delivery, so we'll see what's going on."
121,"Chère  je viens de recevoir une notification d'impossibilité de livrer un recommandé alors que j'étais chez moi lorsque le facteur est passé.
Vos employés sont-ils si fatigués qu'ils ne peuvent parcourir les 100 mètres qui séparent ma boîte de ma porte ?",2022-07-13 07:57:08+00:00,"((0, 264, 'FRENCH', 'fr'),)",Dearest I have just received a notification of impossibility to deliver a recommended while I was at home when the postman passed. Are your employees so tired that they cannot travel the 100 meters that separate my box from my door?
122,"2/2
Il faut choisir entre une armée moderne et un musée, je mènerai la minorité qui ne veut pas d'un musée lors de la prochaine session.
parlCH",2022-07-05 15:50:59+00:00,"((0, 148, 'FRENCH', 'fr'),)","2/2 You have to choose between a modern army and a museum, I will lead the minority who does not want a museum at the next session. parlCH"
123,"1/2
La Commission de sécurité du national suit le Conseil des Etats et refuse de mettre hors service les TigerF5. 
Par nostalgie de la patrouille suisse, nous allons dépenser une fortune pour ces vieux appareils sans valeurs militaires.
CPS parlCH SiK",2022-07-05 15:49:01+00:00,"((0, 254, 'FRENCH', 'fr'),)","1/2 The National Security Commission follows the Council of States and refuses to shut down the TigerF5. By nostalgia of the Swiss patrol, we will spend a fortune for these old aircraft without military values. CPS parlCH SiK"
124,"Ces deux derniers jours, j'ai rendu visite à la SWISSCOY au Kosovo en compagnie du chef de l'Armée, le cdt C  J'ai pu me faire une image de la nécessité et de la qualité de notre engagement au profit de la KFOR. Bravo et merci pour cet aperçu.",2022-07-01 18:11:06+00:00,"((0, 249, 'FRENCH', 'fr'),)","Over the past two days, I have visited SWISSCOY in Kosovo with the Chief of the Army, Commander C. I have been able to give a picture of the need and quality of our commitment to KFOR. Congratulations and thanks for this overview."
125,"Mon papier d'invité dans le  du jour.
S'il vous plait, un peu de réflexion et d'analyse avant d'avoir des réflexes pavloviens !",2022-06-29 07:25:41+00:00,"((0, 130, 'FRENCH', 'fr'),)","My guest paper in the day. Please, a little reflection and analysis before you have pavlovian reflexes!"
126,"Mais le  a essayé d'imposer  de telles règles au GCVD...à moralisateur, moralisateur et demi!",2022-06-26 18:48:12+00:00,"((0, 96, 'FRENCH', 'fr'),)","But he tried to impose such rules on the GCVD... to moralizer, moralizer and a half!"
127,"Smartmonitor a mis en ligne une version béta de son site...un peu de statistiques ?
parlCH",2022-06-22 05:23:32+00:00,"((0, 91, 'FRENCH', 'fr'),)",Smartmonitor posted a beta version of his website...a little statistics? parlCH
128,"Il aurait été absurde que la politique suisse exige et encourage une politique respectueuse du climat et que, en même temps, elle pousse à la consommation d'essence par le biais d'allègements fiscaux.
Heureusement le parlement rejette cette idée!
 parlCH",2022-06-16 15:06:56+00:00,"((0, 260, 'FRENCH', 'fr'),)","It would have been absurd if Swiss politics demanded and encouraged a climate-friendly policy and, at the same time, encouraged fuel consumption through tax cuts. Fortunately, Parliament rejected this idea! parlCH"
