Unnamed: 0,tweets,time,language,translated_tweets
139,Genau das Gegenteil ist wahr: Careproduct AG war der erste Preisbrecher in diesem Markt!,2022-09-27 20:24:27+00:00,"((0, 88, 'GERMAN', 'de'),)",[{'translation_text': 'The exact opposite is true: Careproduct AG was the first price breaker in this market!'}]
140,"Die „reichen, alten, weissen Männer“ zahlten der guten Dame das Studium und zahlen wohl auch weiterhin massgeblich an ihren Lebensunterhalt …",2022-09-26 19:05:45+00:00,"((0, 148, 'GERMAN', 'de'),)","[{'translation_text': 'The ""rich, old, white men"" paid the good lady the study and probably continue to pay a substantial living ...'}]"
141,"Wieso behaupten Sie solchen Unsinn? Und wo sind Ihre Beweise? Es wäre Zeit, dass Sie langsam wieder die innere Ruhe finden und mit der Sache abschliessen … wenn Sie trotzdem nicht loslassen können, so ziehen Sie bitte nicht Andere mit rein!",2022-09-23 10:27:11+00:00,"((0, 244, 'GERMAN', 'de'),)","[{'translation_text': ""Why do you say such nonsense? And where are your proofs? It would be time for you to slowly find inner peace and conclude with the matter ... if you still can't let go, please don't drag others in with you!""}]"
142,Die Selbstbedienung an den kranken Kassen muss nun ein Ende haben!,2022-09-16 06:23:34+00:00,"((0, 66, 'GERMAN', 'de'),)",[{'translation_text': 'The self-service at the sick cash registers must now have an end!'}]
143,Unternehmerische Freiheit? Sie belieben zu scherzen?,2022-09-16 06:01:32+00:00,"((0, 52, 'GERMAN', 'de'),)",[{'translation_text': 'Entrepreneurial freedom? You like to joke?'}]
144,Deutschkurs gefällig?,2022-09-15 16:30:15+00:00,"((0, 22, 'Unknown', 'un'),)",NA
146,Es gibt definitiv keinen Zusammenhang mit der Höhe der Löhne und dem Erfolg der kranken Kassen!,2022-09-15 05:59:26+00:00,"((0, 97, 'GERMAN', 'de'),)",[{'translation_text': 'There is definitely no connection with the level of wages and the success of the sick cash registers!'}]
147,Wir packen überall an - leider hilft uns in diesen von Lobbyisten durchseuchten Kommissionen niemand …,2022-09-15 05:13:02+00:00,"((0, 105, 'GERMAN', 'de'),)","[{'translation_text': 'We tackle everywhere - unfortunately, no one helps us in these commissions that are contaminated by lobbyists ...'}]"
148,Niemals,2022-09-14 11:29:23+00:00,"((0, 7, 'Unknown', 'un'),)",NA
149,250’000.— pro Jahr sind genug! Der Nationalrat stoppt dank der Unterstützung der SVP die Lohnexzesse der Krankenkassen-Manager! stopppraemienanstieg,2022-09-14 08:46:02+00:00,"((0, 153, 'GERMAN', 'de'),)","[{'translation_text': 'The National Council, thanks to the support of the SVP, is stopping the wage excesses of the health insurance managers!'}]"
151,"Seltsam - sämtliche Fahrten mit Flixbus von und nach Kiew sind bis 22.10.22 ausgebucht … könnte es sein, dass unsere Gastfreundschaft arg strapaziert wird? Asylmissbrauch",2022-09-13 15:36:59+00:00,"((0, 174, 'GERMAN', 'de'),)",[{'translation_text': 'Strange - all trips by Flixbus to and from Kiev are fully booked until 22.10.22 ... could it be that our hospitality is badly damaged? Abuse of asylum'}]
156,"von  schreibt: Der  verlangt, dass ich die «Unabhängigkeit und das Ansehen» des Journalismus verteidige.  Im Ernst jetzt? Ein Journalist von Watson? You made my day 🤣",2022-09-06 14:57:27+00:00,"((0, 172, 'GERMAN', 'de'),)",[{'translation_text': 'of writes: He demands that I defend the «independence and prestige» of journalism. Seriously now? A journalist of Watson? You made my day '}]
157,"schreibt: Der  verlangt, dass ich die «Unabhängigkeit und das Ansehen» des Journalismus verteidige. 

Das schreibt ausgerechnet ein Journi von   der Mann beliebt wohl zu scherzen?",2022-09-06 04:53:45+00:00,"((0, 182, 'GERMAN', 'de'),)",[{'translation_text': 'writes: He demands that I defend the «independence and prestige» of journalism. This is what a Journi of the man would like to joke about?'}]
159,Ansehen des Journalismus verteidigen? Als watson-Journalist? Sie belieben zu scherzen?,2022-09-05 19:50:28+00:00,"((0, 86, 'GERMAN', 'de'),)",[{'translation_text': 'Defend the reputation of journalism as a watson journalist?'}]
160,Wieso schwärzen Sie? Und haben Sie echt Kolleg:innen ? Nicht einfach Kollegen und Kolleginnen?,2022-09-05 19:49:09+00:00,"((0, 95, 'GERMAN', 'de'),)",[{'translation_text': 'Why are you blacking out? And do you really have colleagues? Not just colleagues?'}]
164,"Denn zum Glück habe ich einen Screenshot der Homepage der Vereinigung Bahnhofstrasse - dort stand bis heute eindeutig, dass die Beleuchtung 3000 Watt in 6 Wochen brauche … 

Als ehemaliger Fachlehrer kenne ich den Unterschied zwischen Watt, Kilowatt und Kilowattstunden!",2022-09-05 17:03:55+00:00,"((0, 273, 'GERMAN', 'de'),)","[{'translation_text': 'Fortunately I have a screenshot of the homepage of the association Bahnhofstrasse - there it was clear to this day that the lighting needs 3000 watts in 6 weeks ... As a former specialist teacher I know the difference between watts, kilowatts and kilowatts hours!'}]"
165,"Für die unseriösen Journis bei  : Nicht ich habe den Fehler gemacht, sondern die Vereinigung Bahnhofstraße Zürich - hier der Screenshot der Homepage von gestern:",2022-09-05 16:30:26+00:00,"((0, 165, 'GERMAN', 'de'),)","[{'translation_text': 'For the dubious Journis : Not I made the mistake, but the Vereinigung Bahnhofstraße Zürich - here the screenshot of the homepage of yesterday:'}]"
174,Ich finde es auch extrem wenig - aber hier steht es so geschrieben 🤷‍,2022-09-04 20:12:12+00:00,"((0, 74, 'GERMAN', 'de'),)",[{'translation_text': 'I also find it extremely little - but here it is written so'}]
176,Da scheint das Karma der Gründerin zu wirken 🤣,2022-09-04 16:40:42+00:00,"((0, 50, 'GERMAN', 'de'),)",[{'translation_text': 'There seems to be the Karma of the founder'}]
178,"Es geht ja nicht gegen Tesla und für oder gegen Verbrenner, sondern um das Verhältnis und die Effizienz von Stromsparmassnahmen",2022-09-04 13:59:52+00:00,"((0, 129, 'GERMAN', 'de'),)","[{'translation_text': 'It is not against Tesla and for or against burners, but about the ratio and efficiency of power saving measures.'}]"
179,Schluss mit der Symbolpolitik:  Ein einziger  verbraucht auf 100 km 5x mehr Energie als die Weihnachtsbeleuchtung „Lucy“ an der Bahnhofstrasse während den ganzen 6 Wochen!,2022-09-04 11:04:24+00:00,"((0, 176, 'GERMAN', 'de'),)","[{'translation_text': 'No more symbolism: A single one consumes 5x more energy at 100 km than the Christmas lights ""Lucy"" at the Bahnhofstrasse for the entire 6 weeks!'}]"
180,"Ich stelle mich doch nicht hinter Russland, sondern hinterfrage die Wirksamkeit der Sanktionen und deren Folgen für unsere Wirtschaft und unser Leben …",2022-09-04 10:06:32+00:00,"((0, 154, 'GERMAN', 'de'),)","[{'translation_text': 'I am not behind Russia, but questioning the effectiveness of sanctions and their consequences for our economy and our lives ...'}]"
181,"Also nur, damit ich es verstehe … fahren wir nun wirklich gerade alles an die Wand, um die bösen Russen zu bestrafen, derweil der Rubel steigt und dort die Erlöse aus Gas- und Ölverkäufen geradezu explodieren?",2022-09-04 08:29:12+00:00,"((0, 215, 'GERMAN', 'de'),)","[{'translation_text': 'So just so I understand... are we really going to go straight to the wall to punish the evil Russians, because the ruble is rising and the proceeds from gas and oil sales are almost exploding there?'}]"
182,"Das ist so grundfalsch, dass nicht einmal das Gegenteil wahr ist …",2022-09-01 20:54:12+00:00,"((0, 68, 'GERMAN', 'de'),)",[{'translation_text': 'This is so fundamentally wrong that not even the opposite is true ...'}]
183,"Wenn ein Entscheid aufgrund völlig falscher Angaben zustande kommt, darf dieser auch nochmals diskutiert werden!",2022-09-01 07:42:58+00:00,"((0, 113, 'GERMAN', 'de'),)","[{'translation_text': 'If a decision is made on the basis of completely incorrect information, it may also be discussed again!'}]"
184,Der Entscheid wurde aufgrund völlig unwahrer Aussagen vor allem von Frau Doris Leuthard gefällt …,2022-09-01 07:31:05+00:00,"((0, 101, 'GERMAN', 'de'),)",[{'translation_text': 'The decision was made on the basis of completely untrue statements above all by Mrs. Doris Leuthard ...'}]
185,Da schweigt des Sängers Höflichkeit,2022-09-01 06:40:03+00:00,"((0, 37, 'GERMAN', 'de'),)","[{'translation_text': ""The singer's courtesy is silent""}]"
186,Eben … es war Ogi,2022-08-31 16:06:33+00:00,"((0, 19, 'Unknown', 'un'),)",NA
187,"Denkt daran bei den Wahlen:

Wenn wir auf   und  gehört hätten, wären die Kernkraftwerke schon abgeschaltet!",2022-08-31 15:44:16+00:00,"((0, 111, 'GERMAN', 'de'),)","[{'translation_text': 'Remember in the elections: if we had listened and listened, the nuclear power plants would have been shut down!'}]"
188,"Es ist nicht Aufgabe der Politik,
Bürgern Ratschläge zu geben, wie
man Energie spart, sondern dafür
zu sorgen, dass ausreichend Energie
da ist.  Dr. Hans-Georg Maaßen",2022-08-31 13:19:28+00:00,"((0, 170, 'GERMAN', 'de'),)","[{'translation_text': 'It is not up to politicians to advise citizens on how to save energy, but to ensure that there is sufficient energy. Dr. Hans-Georg Maaßen'}]"
189,Wo ist der Fehler?,2022-08-29 18:50:33+00:00,"((0, 18, 'Unknown', 'un'),)",NA
190,Und wann gehen Sie endlich in den Rechtschreibkurs?,2022-08-29 13:24:17+00:00,"((0, 51, 'GERMAN', 'de'),)",[{'translation_text': 'And when are you going to the spelling class?'}]
191,"Ja, Grünabfuhr !",2022-08-29 06:10:37+00:00,"((0, 17, 'Unknown', 'un'),)",NA
192,"An alle Gender-, Woke-, Klima-, Umwelt- und weissgottnochwas-Aktivisten: 

Geht endlich anständig arbeiten, damit Ihr wieder auf normale Gedanken kommt!",2022-08-27 06:02:30+00:00,"((0, 153, 'GERMAN', 'de'),)","[{'translation_text': 'To all gender-, woke-, climate-, environmental- and white god-nothing-activists: at last work properly so that you get back to normal thoughts!'}]"
193,Zum Thema …,2022-08-25 15:41:50+00:00,"((0, 13, 'Unknown', 'un'),)",NA
194,Er ist ein anonymer Feigling,2022-08-24 20:56:52+00:00,"((0, 28, 'Unknown', 'un'),)",NA
195,Also: Pass verbrennen und auswandern!,2022-08-24 20:55:52+00:00,"((0, 37, 'GERMAN', 'de'),)",[{'translation_text': 'So: Burn the passport and emigrate!'}]
196,Denk ich an Deutschland in der Nacht …,2022-08-16 15:16:17+00:00,"((0, 40, 'GERMAN', 'de'),)",[{'translation_text': 'I think of Germany at night ...'}]
197,"Wie lange lassen wir es uns noch gefallen, dass unsere Städte durch Gesindel und Chaoten verschmiert werden? Und warum dulden wir, dass die linksgrünen Regierungen in den Städten nichts dagegen unternehmen? 
Holen wir uns unsere Schweiz zurück!",2022-08-12 20:44:14+00:00,"((0, 248, 'GERMAN', 'de'),)","[{'translation_text': ""How long do we allow our cities to be smeared by rabbles and chaots? And why do we tolerate the left-green governments in the cities not doing anything about it? Let's get our Switzerland back!""}]"
198,Und wie genau umfährt die Postautolinie diese Ampel?,2022-08-11 12:12:06+00:00,"((0, 53, 'GERMAN', 'de'),)",[{'translation_text': 'And how exactly does the postal car line run around this traffic light?'}]
199,"Das sind Personen, welche auf dem Weg zur Arbeit sind … für Linke wohl tatsächlich „sinnbefreit“",2022-08-11 06:50:53+00:00,"((0, 104, 'GERMAN', 'de'),)","[{'translation_text': 'These are people who are on their way to work ... for the left probably ""freed up""'}]"
200,"Nein, er sollte aus dem Amt geschmissen werden!",2022-08-11 04:29:52+00:00,"((0, 47, 'GERMAN', 'de'),)","[{'translation_text': 'No, he should be kicked out of office!'}]"
201,"Danke, liebe Bastler vom Tiefbauamt Zürich - wegen eines abgesenkten Schachts, welchen man mit einer Stahlplatte hätte abdecken können, verursacht ihr mit einem Rotlicht kilometerweise Rückstau in den Aargau …",2022-08-10 06:29:31+00:00,"((0, 215, 'GERMAN', 'de'),)","[{'translation_text': 'Thank you, dear hobbyists of the civil engineering office Zurich - because of a lowered shaft, which one could have covered with a steel plate, you cause with a red light kilometers back into the Aargau ...'}]"
203,… und auch Bundesräte 🤣🤣🤣,2022-08-06 05:49:46+00:00,"((0, 37, 'Unknown', 'un'),)",NA
204,Anonymer Feigling,2022-08-02 17:51:25+00:00,"((0, 17, 'Unknown', 'un'),)",NA
205,"Auch passend wäre wohl: Kleiner W…., der sich im stillem Kämmerlein getraut - aber natürlich niemals hinstehen würde …",2022-08-01 20:52:10+00:00,"((0, 126, 'GERMAN', 'de'),)","[{'translation_text': 'Also suitable would be: Kleiner W...., who dared to stand in the quiet little room - but of course would never stand up ...'}]"
206,Sag ich doch: Anonymer Feigling!,2022-08-01 20:50:43+00:00,"((0, 32, 'Unknown', 'un'),)",NA
207,Anonymer Feigling!,2022-08-01 20:40:32+00:00,"((0, 18, 'Unknown', 'un'),)",NA
208,Darum war es sehr konstruktiv und freundschaftlich,2022-07-29 06:57:41+00:00,"((0, 50, 'GERMAN', 'de'),)","[{'translation_text': ""That's why it was very constructive and friendly""}]"
210,"Sollten wir uns demzufolge wehren, wenn Menschen aus Afrika, welche sich in unseren Gefilden bewegen, Anzüge tragen und diese auffordern, künftig im Baströckchen oder Lendenschurz zur Arbeit zu erscheinen? 

Weil alles Andere ja eindeutig eine kulturelle Aneignung darstellt …",2022-07-28 14:34:17+00:00,"((0, 281, 'GERMAN', 'de'),)","[{'translation_text': 'Should we therefore defend ourselves when people from Africa, who move in our fields, wear suits and ask them to appear in the bastrel or loincloth to work in the future? Because everything else is clearly a cultural appropriation ...'}]"
211,Der Bund fand es auch nicht sehr anständig und strich die Mittel,2022-07-28 13:52:29+00:00,"((0, 65, 'GERMAN', 'de'),)",[{'translation_text': 'The covenant also did not find it very decent and scrapped the funds'}]
212,"🤣🤣🤣🤣 Gott, suchen Sie sich doch bitte endlich einen anständigen Job …",2022-07-28 05:48:26+00:00,"((0, 84, 'GERMAN', 'de'),)","[{'translation_text': '- God, please find yourself a decent job...'}]"
213,Lustig - ich kenne den Mann nicht einmal persönlich 🤷‍,2022-07-28 03:31:25+00:00,"((0, 60, 'GERMAN', 'de'),)","[{'translation_text': ""Funny - I don't even know the man personally""}]"
214,Wer drehte ab ?,2022-07-27 20:41:32+00:00,"((0, 15, 'Unknown', 'un'),)",NA
215,"Mal sehen, ob  jetzt hier auch eine Story macht …",2022-07-27 19:41:32+00:00,"((0, 51, 'GERMAN', 'de'),)","[{'translation_text': ""Let's see if there's a story here now...""}]"
216,"Es ist definitiv besser, sich auszusprechen, statt aufeinander zu schiessen - herzlichen Dank für den tollen Abend, lieber",2022-07-27 18:05:11+00:00,"((0, 123, 'GERMAN', 'de'),)","[{'translation_text': 'It is definitely better to speak out instead of shooting each other - thank you very much for the great evening, dear'}]"
217,"Sollten wir uns demzufolge wehren, wenn Menschen aus Afrika, welche sich in unseren Gefilden bewegen, Anzüge tragen und diese auffordern, künftig im Baströckchen oder Lendenschurz zur Arbeit zu erscheinen? 

Weil alles Andere ja eindeutig eine kulturelle Aneignung darstellt …",2022-07-27 15:47:15+00:00,"((0, 281, 'GERMAN', 'de'),)","[{'translation_text': 'Should we therefore defend ourselves when people from Africa, who move in our fields, wear suits and ask them to appear in the bastrel or loincloth to work in the future? Because everything else is clearly a cultural appropriation ...'}]"
218,"Sie glauben also, dass die Wahrheit der SVP schadet?",2022-07-27 15:22:16+00:00,"((0, 52, 'GERMAN', 'de'),)",[{'translation_text': 'So you think the truth is damaging to the SVP?'}]
219,"Woher nehmen Sie die Annahme, dass ich dies nicht wisse?",2022-07-26 18:35:27+00:00,"((0, 56, 'GERMAN', 'de'),)","[{'translation_text': ""How do you suppose I don't know?""}]"
220,"Wenn Deutschland noch mehr Waffen liefert, ist es bald unbewaffnet …",2022-07-26 18:34:27+00:00,"((0, 70, 'GERMAN', 'de'),)","[{'translation_text': 'If Germany delivers even more weapons, it will soon be unarmed ...'}]"
221,Also bei der direkten Bundessteuer kommt dies mehr als hin!,2022-07-26 05:10:12+00:00,"((0, 59, 'GERMAN', 'de'),)",[{'translation_text': 'So with the direct federal tax this is more than possible!'}]
222,Schliiifts ?,2022-07-25 16:17:50+00:00,"((0, 12, 'Unknown', 'un'),)",NA
223,Die deutsche Regierung bereitet sich auf den Kampf gegen die eigene Bevölkerung vor …,2022-07-25 05:37:32+00:00,"((0, 88, 'GERMAN', 'de'),)",[{'translation_text': 'The German government is preparing itself for the fight against its own population ...'}]
225,… was für ein dummer Zufall aber auch - die  hat bei den Ländern mit der meisten organisierten Kriminalität die Ukraine vergessen (immerhin die Nr. in Europa),2022-07-24 13:47:04+00:00,"((0, 163, 'GERMAN', 'de'),)",[{'translation_text': '... but what a stupid coincidence - it has forgotten Ukraine in the countries with the most organized crime (always the No. in Europe)'}]
